candidate,twitter_handle,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support
161,,33,179,1,1,3,Advanced,None,On the Ballot,52.94,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
649,,33,179,1,1,3,Lost,None,None,23.1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0
255,,33,179,1,1,3,Lost,None,None,23.97,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0
451,,33,238,2,1,3,Advanced,None,On the Ballot,63.03,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2
334,,33,238,2,1,3,Lost,None,None,36.97,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2
263,,34,18,0,1,16,Lost,None,None,3.5,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2
12,,34,18,0,1,16,Advanced,None,On the Ballot,56.4,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2
551,,34,18,0,1,16,Lost,None,None,40.1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2
245,,34,180,1,1,16,Lost,None,None,21.6,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
555,,34,180,1,1,16,Advanced,None,On the Ballot,78.4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
637,,34,181,1,1,16,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
623,,34,239,2,1,16,Lost,None,None,12.3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
606,,34,239,2,1,16,Advanced,None,On the Ballot,87.7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
444,,35,182,1,1,6,Advanced,Lost,None,24.95,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
749,,35,182,1,1,6,Advanced,Advanced,On the Ballot,19.21,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2
159,,35,182,1,1,6,Lost,None,None,18.62,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
671,,35,182,1,1,6,Lost,None,None,7.57,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
467,,35,182,1,1,6,Lost,None,None,2.48,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
41,,35,182,1,1,6,Lost,None,None,0.3,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
392,,35,182,1,1,6,Lost,None,None,11.13,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2
297,,35,182,1,1,6,Lost,None,None,8.03,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
657,,35,182,1,1,6,Lost,None,None,3.64,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
137,,35,182,1,1,6,Lost,None,None,2.11,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
154,,35,182,1,1,6,Lost,None,None,0.76,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
371,,35,182,1,1,6,Lost,None,None,0.68,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
398,,35,182,1,1,6,Lost,None,None,0.53,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
261,,35,183,1,1,6,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
433,,36,19,0,1,8,Advanced,None,On the Ballot,56.03,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
482,,36,19,0,1,8,Lost,None,None,43.96,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2
213,,36,184,1,1,8,Advanced,None,On the Ballot,46.81,1,1,2,2,2,2,2,0,2,1,2,2,0,2,2
537,,36,184,1,1,8,Lost,None,None,23.87,0,0,2,2,2,2,2,0,2,0,2,2,0,2,2
658,,36,184,1,1,8,Lost,None,None,29.34,0,1,2,2,2,2,2,1,2,0,2,2,1,2,0
197,,37,20,0,1,11,Lost,None,None,23.0,0,2,2,2,2,1,1,1,2,2,2,2,2,2,2
582,,37,20,0,1,11,Lost,None,None,24.4,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2
49,,37,20,0,1,11,Lost,None,None,15.3,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2
58,,37,20,0,1,11,Advanced,None,On the Ballot,36.8,1,2,2,2,2,0,0,0,2,2,2,2,2,2,2
43,,37,20,0,1,11,Lost,None,None,0.2,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2
404,,37,20,0,1,11,Lost,None,None,0.4,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2
306,,37,185,1,1,11,Lost,None,None,2.3,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2
340,,37,185,1,1,11,Lost,None,None,36.1,0,2,2,2,2,2,2,2,2,1,2,2,0,2,2
704,,37,185,1,1,11,Advanced,None,On the Ballot,48.2,1,2,2,2,2,2,2,2,2,0,2,2,0,2,2
738,,37,185,1,1,11,Lost,None,None,0.8,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2
277,,37,185,1,1,11,Lost,None,None,0.9,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2
36,,37,185,1,1,11,Lost,None,None,11.0,0,2,2,2,2,2,2,2,2,0,2,2,1,2,2
98,,37,185,1,1,11,Lost,None,None,0.7,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2
264,,37,186,1,1,11,Lost,None,None,44.1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
344,,37,186,1,1,11,Advanced,None,On the Ballot,55.9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
396,,37,187,1,1,11,Lost,None,None,15.9,0,2,2,2,2,2,0,2,2,2,1,2,2,2,2
605,,37,187,1,1,11,Lost,None,None,31.1,0,2,2,2,2,2,1,2,2,2,0,2,2,2,2
378,,37,187,1,1,11,Advanced,None,On the Ballot,41.3,1,2,2,2,2,2,0,2,2,2,0,2,2,2,2
132,,37,187,1,1,11,Lost,None,None,2.8,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2
437,,37,187,1,1,11,Lost,None,None,8.8,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2
470,,37,188,1,1,11,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2
118,,37,189,1,1,11,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
478,,37,240,2,1,11,Advanced,None,On the Ballot,84.5,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2
0,,37,240,2,1,11,Lost,None,None,15.5,0,2,0,0,0,2,2,0,0,0,2,2,2,2,2
712,,38,190,1,1,2,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
599,,38,191,1,1,2,Advanced,None,On the Ballot,69.35,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11,,38,191,1,1,2,Lost,None,None,30.65,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39,,38,192,1,1,2,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
426,,38,193,1,1,2,Advanced,Lost,None,33.03,0,2,2,2,2,1,2,2,2,2,2,0,2,2,2
164,,38,193,1,1,2,Advanced,Advanced,On the Ballot,27.42,1,2,2,2,2,0,2,2,2,2,2,1,2,2,2
176,,38,193,1,1,2,Lost,None,None,0.75,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2
458,,38,193,1,1,2,Lost,None,None,0.7,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2
601,,38,193,1,1,2,Lost,None,None,7.18,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2
402,,38,193,1,1,2,Lost,None,None,27.08,0,2,2,2,2,0,2,1,2,2,2,0,2,2,2
400,,38,193,1,1,2,Lost,None,None,0.92,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2
385,,38,193,1,1,2,Lost,None,None,0.9,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2
388,,38,193,1,1,2,Lost,None,None,2.02,0,2,2,2,2,0,2,0,2,2,2,0,2,2,2
488,,38,194,1,1,2,Advanced,Lost,None,16.93,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
120,,38,194,1,1,2,Advanced,Advanced,On the Ballot,27.06,1,2,2,2,2,2,1,2,1,2,1,1,2,2,0
239,,38,194,1,1,2,Lost,None,None,3.47,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
308,,38,194,1,1,2,Lost,None,None,10.04,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
693,,38,194,1,1,2,Lost,None,None,3.79,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
230,,38,194,1,1,2,Lost,None,None,1.01,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
38,,38,194,1,1,2,Lost,None,None,0.63,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
612,,38,194,1,1,2,Lost,None,None,4.76,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
287,,38,194,1,1,2,Lost,None,None,0.13,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
633,,38,194,1,1,2,Lost,None,None,3.2,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
323,,38,194,1,1,2,Lost,None,None,5.61,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
494,,38,194,1,1,2,Lost,None,None,0.92,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
238,,38,194,1,1,2,Lost,None,None,0.55,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
747,,38,194,1,1,2,Lost,None,None,15.55,0,2,2,2,2,2,0,2,0,2,0,0,2,2,1
6,,38,194,1,1,2,Lost,None,None,1.81,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
642,,38,194,1,1,2,Lost,None,None,1.42,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
567,,38,194,1,1,2,Lost,None,None,1.79,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
27,,38,194,1,1,2,Lost,None,None,1.33,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0
504,,38,195,1,1,2,Advanced,Advanced,On the Ballot,33.83,1,2,2,2,2,2,2,2,1,0,1,1,2,2,2
44,,38,195,1,1,2,Advanced,Lost,None,36.09,0,2,2,2,2,2,2,2,0,1,0,0,2,2,2
122,,38,195,1,1,2,Lost,None,None,12.14,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2
364,,38,195,1,1,2,Lost,None,None,6.86,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2
217,,38,195,1,1,2,Lost,None,None,2.8,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2
330,,38,195,1,1,2,Lost,None,None,8.27,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2
578,,38,196,1,1,2,Advanced,Advanced,On the Ballot,38.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
106,,38,196,1,1,2,Advanced,Lost,None,23.58,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
611,,38,196,1,1,2,Lost,None,None,16.73,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
294,,38,196,1,1,2,Lost,None,None,21.08,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
731,,38,197,1,1,2,Advanced,None,On the Ballot,84.68,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
186,,38,197,1,1,2,Lost,None,None,9.39,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
9,,38,197,1,1,2,Lost,None,None,5.93,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2
750,,38,198,1,1,2,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
588,,38,199,1,1,2,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
187,,38,200,1,1,2,Advanced,None,On the Ballot,53.3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
635,,38,200,1,1,2,Lost,None,None,46.7,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
438,,38,201,1,1,2,Advanced,Advanced,On the Ballot,29.97,1,2,2,2,2,2,0,0,0,0,2,0,2,2,2
97,,38,201,1,1,2,Advanced,Lost,None,21.95,0,2,2,2,2,2,1,1,1,1,2,1,2,2,2
116,,38,201,1,1,2,Lost,None,None,1.75,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2
413,,38,201,1,1,2,Lost,None,None,11.99,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2
639,,38,201,1,1,2,Lost,None,None,17.16,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2
165,,38,201,1,1,2,Lost,None,None,3.02,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2
191,,38,201,1,1,2,Lost,None,None,2.73,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2
309,,38,201,1,1,2,Lost,None,None,11.42,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2
295,,38,202,1,1,2,Advanced,Lost,None,21.76,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
622,,38,202,1,1,2,Advanced,Advanced,On the Ballot,45.15,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2
410,,38,202,1,1,2,Lost,None,None,7.7,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
194,,38,202,1,1,2,Lost,None,None,3.65,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
659,,38,202,1,1,2,Lost,None,None,1.13,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
472,,38,202,1,1,2,Lost,None,None,4.68,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
730,,38,202,1,1,2,Lost,None,None,4.04,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
497,,38,202,1,1,2,Lost,None,None,0.58,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
420,,38,202,1,1,2,Lost,None,None,3.85,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
695,,38,202,1,1,2,Lost,None,None,1.18,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
656,,38,202,1,1,2,Lost,None,None,6.28,0,2,2,2,2,2,0,2,0,2,2,0,2,2,2
531,,39,241,2,1,7,Advanced,None,On the Ballot,71.27,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
525,,39,241,2,1,7,Lost,None,None,28.73,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2
90,,41,203,1,1,10,Advanced,None,On the Ballot,63.3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
30,,41,203,1,1,10,Lost,None,None,36.7,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
623,,41,242,2,1,10,Lost,None,None,4.2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
90,,41,242,2,1,10,Advanced,None,On the Ballot,39.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
305,,41,242,2,1,10,Lost,None,None,18.3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
441,,41,242,2,1,10,Lost,None,None,4.2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
315,,40,204,1,1,6,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
634,,40,205,1,1,6,Advanced,None,On the Ballot,72.57,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
663,,40,205,1,1,6,Lost,None,None,27.43,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
196,,40,206,1,1,6,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
45,,40,207,1,1,6,Advanced,None,On the Ballot,100.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
700,,40,208,1,1,6,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
143,,40,243,2,1,6,Advanced,None,On the Ballot,44.87,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
214,,40,243,2,1,6,Lost,None,None,11.99,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
540,,40,243,2,1,6,Lost,None,None,43.14,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
320,,42,209,1,1,14,Advanced,None,On the Ballot,69.19,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
647,,42,209,1,1,14,Lost,None,None,30.81,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
389,,42,210,1,1,14,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
212,,42,211,1,1,14,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
147,,42,212,1,1,14,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
200,,42,213,1,1,14,Advanced,None,On the Ballot,92.09,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2
290,,42,213,1,1,14,Lost,None,None,5.34,0,0,2,2,2,2,2,2,0,0,2,0,0,2,2
267,,42,213,1,1,14,Lost,None,None,2.57,0,0,2,2,2,2,2,2,0,0,2,0,0,2,2
206,,42,214,1,0,14,Lost,None,None,100.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
350,,42,244,2,1,14,Lost,None,None,6.37,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
493,,42,244,2,1,14,Lost,None,None,1.38,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
623,,42,244,2,1,14,Lost,None,None,0.83,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
173,,42,244,2,1,14,Lost,None,None,5.54,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
31,,42,244,2,1,14,Lost,None,None,4.98,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
266,,42,244,2,1,14,Lost,None,None,1.11,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
486,,42,244,2,1,14,Lost,None,None,2.21,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
692,,42,244,2,1,14,Advanced,None,On the Ballot,67.31,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2
376,,42,244,2,1,14,Lost,None,None,1.11,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
708,,42,244,2,1,14,Lost,None,None,3.88,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
580,,42,244,2,1,14,Lost,None,None,0.28,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
265,,42,244,2,1,14,Lost,None,None,1.94,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
407,,42,244,2,1,14,Lost,None,None,6.4,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
107,,44,215,1,1,5,Advanced,None,On the Ballot,23.81,1,2,2,2,2,2,2,1,2,2,2,2,0,2,2
481,,44,215,1,1,5,Lost,None,None,18.19,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2
600,,44,215,1,1,5,Lost,None,None,10.64,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2
628,,44,215,1,1,5,Lost,None,None,19.53,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2
40,,44,215,1,1,5,Lost,None,None,7.46,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2
141,,44,215,1,1,5,Lost,None,None,18.07,0,2,2,2,2,2,2,0,2,2,2,2,1,2,2
577,,44,215,1,1,5,Lost,None,None,2.3,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2
558,,44,245,2,1,5,Advanced,None,On the Ballot,34.9,1,2,1,1,1,2,2,2,2,1,2,1,0,2,2
235,,44,245,2,1,5,Lost,None,None,29.21,0,2,1,0,0,2,2,2,2,0,2,0,1,2,2
62,,44,245,2,1,5,Lost,None,None,3.09,0,2,0,0,0,2,2,2,2,0,2,0,0,2,2
291,,44,245,2,1,5,Lost,None,None,2.99,0,2,0,0,0,2,2,2,2,0,2,0,0,2,2
203,,44,245,2,1,5,Lost,None,None,19.97,0,2,0,0,0,2,2,2,2,0,2,0,0,2,2
719,,44,245,2,1,5,Lost,None,None,9.84,0,2,0,0,0,2,2,2,2,0,2,0,0,2,2
96,,43,216,1,1,10,Advanced,None,On the Ballot,51.6,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2
562,,43,216,1,1,10,Lost,None,None,11.1,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
542,,43,216,1,1,10,Lost,None,None,14.9,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
328,,43,216,1,1,10,Lost,None,None,10.4,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
427,,43,216,1,1,10,Lost,None,None,10.5,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2
72,,43,216,1,1,10,Lost,None,None,1.5,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
684,,43,217,1,1,10,Advanced,None,On the Ballot,100.0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
711,,43,218,1,1,10,Advanced,None,On the Ballot,55.6,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2
135,,43,218,1,1,10,Lost,None,None,44.4,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
443,,43,246,2,1,10,Advanced,None,On the Ballot,49.0,1,2,2,0,0,1,1,2,0,2,2,2,2,2,2
424,,43,246,2,1,10,Lost,None,None,42.9,0,2,2,1,1,0,1,2,1,2,2,2,2,2,2
275,,43,246,2,1,10,Lost,None,None,2.0,0,2,2,0,0,0,0,2,0,2,2,2,2,2,2
115,,43,246,2,1,10,Lost,None,None,1.8,0,2,2,0,0,0,0,2,0,2,2,2,2,2,2
256,,43,246,2,1,10,Lost,None,None,4.2,0,2,2,0,0,0,0,2,0,2,2,2,2,2,2
469,,45,21,0,1,12,Advanced,None,On the Ballot,33.4,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2
55,,45,21,0,1,12,Lost,None,None,1.5,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2
279,,45,21,0,1,12,Lost,None,None,21.5,0,2,0,2,2,2,1,2,2,2,2,2,2,2,2
640,,45,21,0,1,12,Lost,None,None,12.5,0,2,0,2,2,2,1,2,2,2,2,2,2,2,2
237,,45,21,0,1,12,Lost,None,None,25.6,0,2,1,2,2,2,1,2,2,2,2,2,2,2,2
694,,45,21,0,1,12,Lost,None,None,5.6,0,2,0,2,2,2,1,2,2,2,2,2,2,2,2
